OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-AK,USGS Alaska Water Science Center,USGS-602710151165101,SB00401212ACCD1  001,Well,,19020302,,,,,60.45220030000000,-151.2830553000000,25000,5,seconds,Interpolated from MAP.,NAD83,33.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,,19900609,194,ft,194,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602713151074701,SB00401111ADDB1  001,Well,,19020302,,,,,60.45303940000000,-151.1319456000000,63360,10,seconds,Interpolated from MAP.,NAD83,200.00,feet,25,feet,Interpolated from topographic map.,NGVD29,US,02,122,,,,,90.0,ft,90.0,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602716151071201,SB00401112BCAC1  003,Well,,19020302,,,,,60.45387290000000,-151.1222233000000,63360,10,seconds,Interpolated from MAP.,NAD83,200.00,feet,25,feet,Interpolated from topographic map.,NGVD29,US,02,122,,,,19820804,89.0,ft,89.0,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602729150583101,SB00401011BBAC1  001,Well,,19020302,,,,,60.45748470000000,-150.9774965000000,25000,5,seconds,Interpolated from MAP.,NAD83,303.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,,19890728,31,ft,31,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602729151074201,SB00401111AABD1  003,Well,,19020302,,,,,60.45748396000000,-151.1305570000000,25000,5,seconds,Interpolated from MAP.,NAD83,189.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,Confined single aquifer,19860801,104,ft,104,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602730150114500,HIDDEN C NR COOPER LANDING AK,Stream,,19020302,,,,,60.45775520000000,-150.1979962000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,02,122,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602730150584701,SB00401010AAAD1  001,Well,,19020302,,,,,60.45776247000000,-150.9819412000000,25000,5,seconds,Interpolated from MAP.,NAD83,295.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,Confined single aquifer,19860923,110,ft,111.01,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602730151054701,SB00401112AAAA1  009,Well,,19020302,,,,,60.45776190000000,-151.0986117000000,25000,5,seconds,Interpolated from MAP.,NAD83,253.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,,,1988,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602733151144501,SB00401107AABA1  001,Well,,19020302,,,,,60.45859157000000,-151.2480570000000,63360,10,seconds,Interpolated from MAP.,NAD83,50.00,feet,25,feet,Interpolated from topographic map.,NGVD29,US,02,122,,,,19650501,33.0,ft,33.0,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602735151073601,SB00401102DDDC1  019,Well,,19020302,,,,,60.45915070000000,-151.1288904000000,25000,5,seconds,Interpolated from MAP.,NAD83,197.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,Unconfined single aquifer,19840730,127,ft,127,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602735151075801,SB00401102DCDD1  009,Well,,19020302,,,,,60.45915050000000,-151.1350015000000,63360,5,seconds,Interpolated from MAP.,NAD83,175.,feet,50,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,,19770404,65,ft,65,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602735151081201,SB00401102DCCD1  010,Well,,19020302,,,,,60.45915040000000,-151.1388904000000,25000,5,seconds,Interpolated from MAP.,NAD83,139.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,,19871202,58,ft,58,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602735151090301,SB00401102CCCD1  013,Well,,19020302,,,,,60.45914999000000,-151.1530570000000,25000,5,seconds,Interpolated from MAP.,NAD83,107.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,,19840825,45,ft,45,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602736151081801,SB00401102DCCC1  014,Well,,19020302,,,,,60.45942810000000,-151.1405570000000,25000,5,seconds,Interpolated from MAP.,NAD83,139.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,,19830401,72,ft,72,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602736151090401,SB00401102CCCD2  013,Well,,19020302,,,,,60.45942776000000,-151.1533348000000,25000,5,seconds,Interpolated from MAP.,NAD83,107.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,,19830718,36,ft,36,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602737150582901,SB00401002CCDC1  004,Well,,19020302,,,,,60.45970698000000,-150.9769410000000,25000,5,seconds,Interpolated from MAP.,NAD83,287.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,,,1986,135,ft,135,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602737150583801,SB00401002CCCD1  006,Well,,19020302,,,,,60.45970696000000,-150.9794410000000,25000,5,seconds,Interpolated from MAP.,NAD83,303.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,Confined single aquifer,19851113,114,ft,114,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602737151072601,SB00401101CCCB1  019,Well,,19020302,,,,,60.45970630000000,-151.1261126000000,25000,5,seconds,Interpolated from MAP.,NAD83,205.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Bedrock,,19851017,146,ft,146,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602737151102301,SB00401103CDCA1  010,Well,,19020302,,,,,60.45970489000000,-151.1752793000000,25000,5,seconds,Interpolated from MAP.,NAD83,94.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,,19890925,30,ft,30,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602738151061801,SB00401101CCCC1  007,Well,,19020302,,,,,60.45998417000000,-151.1072232000000,25000,5,seconds,Interpolated from MAP.,NAD83,189.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,,19850907,133,ft,133,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602738151064301,SB00401101CDDB1  024,Well,,19020302,,,,,60.45998410000000,-151.1141678000000,25000,5,seconds,Interpolated from MAP.,NAD83,254.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,Confined single aquifer,19840328,138,ft,138,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602738151101801,SB00401103CDDB2  005,Well,,19020302,,,,,60.45998270000000,-151.1738904000000,25000,5,seconds,Interpolated from MAP.,NAD83,90.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,,19810813,30,ft,30,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602738151155001,SB00401106CCDD1  001,Well,,19020302,,,,,60.45997957000000,-151.2661122000000,63360,10,seconds,Interpolated from MAP.,NAD83,79.30,feet,.1,feet,Level or other surveyed method.,NGVD29,US,02,122,,,,19741024,,,5404,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602740151081401,SB00401102DCCA1  003,Well,,19020302,,,,,60.46053930000000,-151.1394460000000,63360,10,seconds,Interpolated from MAP.,NAD83,165.00,feet,25,feet,Interpolated from topographic map.,NGVD29,US,02,122,,,,19781030,62.0,ft,62.0,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602740151102401,SB00401103CDBD1  026,Well,,19020302,,,,,60.46053820000000,-151.1755570000000,25000,5,seconds,Interpolated from MAP.,NAD83,90.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,,19770627,24,ft,24,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602741150580401,SB00401002CDAC1  003,Well,,19020302,,,,,60.46081817000000,-150.9699962000000,25000,5,seconds,Interpolated from MAP.,NAD83,295.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,,19890628,251,ft,251,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602741150585701,SB00401003DDAC1  003,Well,,19020302,,,,,60.46081800000000,-150.9847192000000,25000,5,seconds,Interpolated from MAP.,NAD83,287.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,,19890708,30.5,ft,30.5,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602743151073101,SB00401102DDAA2  001,Well,,19020302,,,,,60.46137300000000,-151.1275016000000,25000,5,seconds,Interpolated from MAP.,NAD83,213.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,Confined single aquifer,19850930,172,ft,180,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602743151074301,SB00401102DDBA1  011,Well,,19020302,,,,,60.46137290000000,-151.1308349000000,25000,5,seconds,Interpolated from MAP.,NAD83,205.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,,19810721,149,ft,149,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602744151074501,SB00401102DDBA2  011,Well,,19020302,,,,,60.46165067000000,-151.1313905000000,25000,5,seconds,Interpolated from MAP.,NAD83,189.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,Confined single aquifer,19830623,156,ft,160,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602744151100701,SB00401103CDAA1  006,Well,,19020302,,,,,60.46164950000000,-151.1708350000000,63360,10,seconds,Interpolated from MAP.,NAD83,100.00,feet,25,feet,Interpolated from topographic map.,NGVD29,US,02,122,,,,19821023,32.0,ft,32.0,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602745150191000,LOWER OHMER LK NR COOPER LANDING AK,"Lake, Reservoir, Impoundment",,19020302,,,,,60.46193120000000,-150.3216308000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,02,122,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602745151065501,SB00401101CDBB1  023,Well,,19020302,,,,,60.46192860000000,-151.1175013000000,25000,5,seconds,Interpolated from MAP.,NAD83,262.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,Confined single aquifer,19840615,360,ft,360,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602745151065801,SB00401101CDBB2  023,Well,,19020302,,,,,60.46192860000000,-151.1183347000000,25000,5,seconds,Interpolated from MAP.,NAD83,262.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,Confined single aquifer,19861021,178,ft,178,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602745151073301,SB00401102DDAA1  001,Well,,19020302,,,,,60.46192850000000,-151.1280572000000,63360,10,seconds,Interpolated from MAP.,NAD83,220.00,feet,25,feet,Interpolated from topographic map.,NGVD29,US,02,122,,,,19780301,191,ft,191,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602746151075001,SB00401102DACC2  018,Well,,19020302,,,,,60.46220619000000,-151.1327794000000,25000,5,seconds,Interpolated from MAP.,NAD83,139.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,Confined single aquifer,19800723,127,ft,127,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602746151080201,SB00401102DBDC1  015,Well,,19020302,,,,,60.46220610000000,-151.1361128000000,25000,5,seconds,Interpolated from MAP.,NAD83,123.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,Confined single aquifer,19831007,110,ft,110,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602747151064601,SB00401101CADC2  006,Well,,19020302,,,,,60.46248418000000,-151.1150013000000,25000,5,seconds,Interpolated from MAP.,NAD83,270.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,,19830909,186,ft,186,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602748151063801,SB00401101CADD1  025,Well,,19020302,,,,,60.46276196000000,-151.1127790000000,25000,5,seconds,Interpolated from MAP.,NAD83,270.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,Unconfined single aquifer,19851118,172,ft,172.01,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602748151064001,SB00401101CADC1  006,Well,,19020302,,,,,60.46276196000000,-151.1133346000000,63360,5,seconds,Interpolated from MAP.,NAD83,275.,feet,25,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,,19830628,180,ft,180,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602749151075001,SB00401102DACC1  018,Well,,19020302,,,,,60.46303950000000,-151.1327795000000,25000,5,seconds,Interpolated from MAP.,NAD83,139.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,Confined single aquifer,19840807,102.5,ft,102.5,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602750151064501,SB00401101CADB1  021,Well,,19020302,,,,,60.46331750000000,-151.1147235000000,25000,5,seconds,Interpolated from MAP.,NAD83,238.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,Confined single aquifer,19830923,300,ft,300,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602750151065101,SB00401101CACA1  011,Well,,19020302,,,,,60.46331750000000,-151.1163902000000,25000,5,seconds,Interpolated from MAP.,NAD83,246.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,,19840525,166,ft,169.01,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602750151080401,SB00401102DBDB1  007,Well,,19020302,,,,,60.46331720000000,-151.1366684000000,63360,5,seconds,Interpolated from MAP.,NAD83,133.,feet,50,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,,19801105,99,ft,99,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602750151100401,SB00401103DBCB1  015,Well,,19020302,,,,,60.46331630000000,-151.1700018000000,25000,5,seconds,Interpolated from MAP.,NAD83,98.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,,19760807,28,ft,28,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602750151104001,SB00401103CBDA1  002,Well,,19020302,,,,,60.46331597000000,-151.1800018000000,63360,10,seconds,Interpolated from MAP.,NAD83,100.00,feet,25,feet,Interpolated from topographic map.,NGVD29,US,02,122,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602750151122301,SB00401104CBDD1  002,Well,,19020302,,,,,60.46331510000000,-151.2086129000000,63360,10,seconds,Interpolated from MAP.,NAD83,75.00,feet,25,feet,Interpolated from topographic map.,NGVD29,US,02,122,,,,,30.0,ft,30.0,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602751151065301,SB00401101CACA2  011,Well,,19020302,,,,,60.46359530000000,-151.1169458000000,25000,5,seconds,Interpolated from MAP.,NAD83,246.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,Confined single aquifer,19830831,177,ft,177,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602751151071301,SB00401101CBDB1  018,Well,,19020302,,,,,60.46359528000000,-151.1225016000000,25000,5,seconds,Interpolated from MAP.,NAD83,221.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,,19830622,160,ft,160,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602751151100601,SB00401103CADA1  027,Well,,19020302,,,,,60.46359400000000,-151.1705573000000,25000,5,seconds,Interpolated from MAP.,NAD83,90.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,,19760807,30,ft,30,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602751151102501,SB00401103CACB1  017,Well,,19020302,,,,,60.46359387000000,-151.1758350000000,25000,5,seconds,Interpolated from MAP.,NAD83,90.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,,19700616,30,ft,30,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602751151105701,SB00401103CBCB1  019,Well,,19020302,,,,,60.46359360000000,-151.1847240000000,25000,5,seconds,Interpolated from MAP.,NAD83,90.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,,19811020,31,ft,31,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602752150573901,SB00401002DBDB1  001,Well,,19020302,,,,,60.46387380000000,-150.9630515000000,25000,5,seconds,Interpolated from MAP.,NAD83,123.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,,19881019,31,ft,31,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602752151063601,SB00401101CAAD1  017,Well,,19020302,,,,,60.46387309000000,-151.1122235000000,25000,5,seconds,Interpolated from MAP.,NAD83,271.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,,,19840805,202,ft,202,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602752151072401,SB00401101CBCB1  004,Well,,19020302,,,,,60.46387300000000,-151.1255572000000,63360,10,seconds,Interpolated from MAP.,NAD83,230.00,feet,13,feet,Interpolated from topographic map.,NGVD29,US,02,122,,,,19781030,165,ft,165,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602753151064201,SB00401101CAAD2  017,Well,,19020302,,,,,60.46415087000000,-151.1138902000000,25000,5,seconds,Interpolated from MAP.,NAD83,271.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,Unconfined single aquifer,19840522,173,ft,173.01,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602753151064401,SB00401101CAAC1  016,Well,,19020302,,,,,60.46415087000000,-151.1144458000000,25000,5,seconds,Interpolated from MAP.,NAD83,246.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,,19840523,149,ft,149,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602753151065101,SB00401101CABD2  002,Well,,19020302,,,,,60.46415090000000,-151.1163903000000,25000,5,seconds,Interpolated from MAP.,NAD83,230.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,Confined single aquifer,19830904,158,ft,158,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602754151081901,SB00401102DBBC1  012,Well,,19020302,,,,,60.46442820000000,-151.1408350000000,25000,5,seconds,Interpolated from MAP.,NAD83,90.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,,19851026,59,ft,59,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602755151065301,SB00401101CABD1  002,Well,,19020302,,,,,60.46470640000000,-151.1169459000000,63360,10,seconds,Interpolated from MAP.,NAD83,250.00,feet,25,feet,Interpolated from topographic map.,NGVD29,US,02,122,,,,,184,ft,184,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602755151065901,SB00401101CABC1  022,Well,,19020302,,,,,60.46470640000000,-151.1186126000000,25000,5,seconds,Interpolated from MAP.,NAD83,230.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,Confined single aquifer,19831005,148,ft,149,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602755151073001,SB00401102DAAD1  017,Well,,19020302,,,,,60.46470639000000,-151.1272240000000,25000,5,seconds,Interpolated from MAP.,NAD83,205.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,Confined single aquifer,19800207,150,ft,150,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602755151075201,SB00401102DABC1  004,Well,,19020302,,,,,60.46470620000000,-151.1333350000000,63360,10,seconds,Interpolated from MAP.,NAD83,175.00,feet,25,feet,Interpolated from topographic map.,NGVD29,US,02,122,,,,19780308,95.0,ft,95.0,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602755151075202,SB00401102DABC2  004,Well,,19020302,,,,,60.46470620000000,-151.1333350000000,63360,10,seconds,Interpolated from MAP.,NAD83,180.00,feet,25,feet,Interpolated from topographic map.,NGVD29,US,02,122,,,,19820422,90.0,ft,90.0,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602755151104801,SB00401103CBBD1  018,Well,,19020302,,,,,60.46470480000000,-151.1822240000000,25000,5,seconds,Interpolated from MAP.,NAD83,90.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,,19760411,37,ft,37,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602755151110001,SB00401104DAAD1  004,Well,,19020302,,,,,60.46470470000000,-151.1855574000000,25000,5,seconds,Interpolated from MAP.,NAD83,86.,feet,5,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,,19890814,32,ft,32,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602756151065001,SB00401101CABA1  013,Well,,19020302,,,,,60.46498420000000,-151.1161125000000,25000,5,seconds,Interpolated from MAP.,NAD83,230.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,Confined single aquifer,19830830,175,ft,175,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602756151080201,SB00401102DBAB1  008,Well,,19020302,,,,,60.46498390000000,-151.1361129000000,63360,5,seconds,Interpolated from MAP.,NAD83,133.,feet,50,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,,19830721,83,ft,83,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602756151110901,SB00401104DAAC1  001,Well,,19020302,,,,,60.46498250000000,-151.1880575000000,63360,10,seconds,Interpolated from MAP.,NAD83,85.00,feet,13,feet,Interpolated from topographic map.,NGVD29,US,02,122,,,,19780403,33.0,ft,33.0,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602757150120601,SB00400506DAAB1  003,Well,,19020302,,,,,60.46525620000000,-150.2038320000000,25000,5,seconds,Interpolated from MAP.,NAD83,312.,feet,15,feet,Interpolated from topographic map.,NGVD29,US,02,122,,,,19890706,200,ft,200,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602757150575101,SB00401002DBBC1  007,Well,,19020302,,,,,60.46526270000000,-150.9663850000000,25000,5,seconds,Interpolated from MAP.,NAD83,98.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,Confined single aquifer,19911101,30,ft,30,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602757151071601,SB00401101CBBA1  003,Well,,19020302,,,,,60.46526196000000,-151.1233350000000,63360,10,seconds,Interpolated from MAP.,NAD83,125.00,feet,25,feet,Interpolated from topographic map.,NGVD29,US,02,122,,,,,28.0,ft,28.0,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602757151072401,SB00401101CBBB1  001,Well,,19020302,,,,,60.46526200000000,-151.1255573000000,63360,10,seconds,Interpolated from MAP.,NAD83,125.00,feet,25,feet,Interpolated from topographic map.,NGVD29,US,02,122,,,,,27.0,ft,27.0,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602757151105501,SB00401103CBBB1  011,Well,,19020302,,,,,60.46526030000000,-151.1841686000000,25000,5,seconds,Interpolated from MAP.,NAD83,86.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,,19880525,30,ft,30.01,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602757151110101,SB00401104DAAD2  004,Well,,19020302,,,,,60.46526030000000,-151.1858352000000,25000,5,seconds,Interpolated from MAP.,NAD83,90.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,,19850226,33,ft,33.01,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602757151111301,SB00401104DABD1  005,Well,,19020302,,,,,60.46526020000000,-151.1891686000000,25000,5,seconds,Interpolated from MAP.,NAD83,90.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,,19850312,30,ft,30,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602758151065801,SB00401101CABB1  005,Well,,19020302,,,,,60.46553976000000,-151.1183349000000,63360,5,seconds,Interpolated from MAP.,NAD83,225.,feet,25,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,Confined single aquifer,19830801,139,ft,139,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602758151070001,SB00401101CABB2  005,Well,,19020302,,,,,60.46553980000000,-151.1188904000000,25000,5,seconds,Interpolated from MAP.,NAD83,205.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,,19810807,168,ft,168,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602758151071501,SB00401103CDDB1  005,Well,,19020302,,,,,60.45998270000000,-151.1736127000000,63360,10,seconds,Interpolated from MAP.,NAD83,100.00,feet,25,feet,Interpolated from topographic map.,NGVD29,US,02,122,,,,,25.0,ft,25.0,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602759151101101,SB00401103BDDD2  021,Well,,19020302,,,,,60.46581626000000,-151.1719464000000,25000,5,seconds,Interpolated from MAP.,NAD83,90.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,,19830511,33,ft,33,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602759151105901,SB00401104DAAA1  003,Well,,19020302,,,,,60.46581589000000,-151.1852797000000,25000,5,seconds,Interpolated from MAP.,NAD83,86.,feet,5,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,,19860323,37,ft,37,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602759151163801,SB00401106CCDD2  001,Well,,19020302,,,,,60.45914630000000,-151.2650010000000,63360,10,seconds,Interpolated from MAP.,NAD83,50.00,feet,25,feet,Interpolated from topographic map.,NGVD29,US,02,122,,,,,180,ft,180,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-602800150123000,HIDDEN LK OUTLET NR COOPER LANDING AK,Stream,,19020302,,,,,60.46609060000000,-150.2105009000000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,02,122,,,,,,,,,NWIS
